p5(a67)	p5(X4)	p5(a27)
p5(a67)	p5(X1)	p5(a20)
p5(a67)	p5(X3)	p5(a0)
p5(a67)	p5(X5)	p5(a9)
p5(a67)	p5(X4)	p5(a53)
p5(a67)	p5(X2)	p5(a38)
p5(a67)	p5(X8)	p5(a63)
p5(a67)	p5(X9)	p5(a41)
p5(a67)	p5(X4)	p5(a24)
p5(a67)	p5(X2)	p5(a74)
p5(a67)	p5(X9)	p5(a0)
p5(a67)	p5(X4)	p5(a16)
p5(a67)	p5(X8)	p5(a99)
p5(a67)	p5(X0)	p5(a65)
p5(a67)	p5(X4)	p5(a1)
p5(a67)	p5(X5)	p5(a72)
p5(a67)	p5(X1)	p5(a30)
p5(a67)	p5(X8)	p5(a35)
p5(a67)	p5(X7)	p5(a10)
p5(a84)	p5(X4)	p5(a57)
p5(a84)	p5(X3)	p5(a47)
p5(a84)	p5(X9)	p5(a77)
p5(a84)	p5(X1)	p5(a37)
p5(a84)	p5(X4)	p5(a80)
p5(a84)	p5(X0)	p5(a14)
p5(a84)	p5(X2)	p5(a96)
p5(a84)	p5(X8)	p5(a99)
p5(a84)	p5(X8)	p5(a87)
p5(a84)	p5(X5)	p5(a69)
p5(a84)	p5(X6)	p5(a28)
p5(a84)	p5(X1)	p5(a85)
p5(a84)	p5(X8)	p5(a72)
p5(a84)	p5(X5)	p5(a93)
p5(a84)	p5(X5)	p5(a46)
p5(a84)	p5(X7)	p5(a22)
p5(a84)	p5(X8)	p5(a46)
p5(a84)	p5(X6)	p5(a68)
p5(a84)	p5(X1)	p5(a9)
p5(a84)	p5(X3)	p5(a92)
p6(a69, X7, a84, a47)	p6(X0, X4, X8, X4)	p6(a93, X9, a93, a47)
p6(a69, X7, a84, a47)	p6(X6, X7, X8, a47)	p6(a69, X0, a39, a17)
p6(a69, X7, a84, a47)	p6(a69, X7, a84, X8)	p6(a40, X7, a20, a62)
p6(a69, X7, a84, a47)	p6(a69, a89, a84, X1)	p6(a89, X0, a84, a47)
p6(a69, X7, a84, a47)	p6(a69, X7, X6, a47)	p6(a80, X4, a8, a47)
p6(a69, X7, a84, a47)	p6(a69, a81, a84, X1)	p6(a69, X7, a26, a47)
p6(a69, X7, a84, a47)	p6(a69, X5, a84, X0)	p6(a61, X7, a32, a94)
p6(a69, X7, a84, a47)	p6(a69, a66, X2, X1)	p6(a69, X7, a22, a47)
p6(a69, X7, a84, a47)	p6(a69, X7, X0, a47)	p6(a69, X8, a84, a24)
p6(a69, X7, a84, a47)	p6(a69, X7, X3, X0)	p6(a1, X7, a84, a59)
p6(a69, X7, a84, a47)	p6(a69, X5, a84, X5)	p6(a69, X7, a84, a56)
p6(a69, X7, a84, a47)	p6(X4, X7, a84, a47)	p6(a69, X7, a57, a47)
p6(a69, X7, a84, a47)	p6(X4, a38, X5, a47)	p6(a69, X7, a60, a47)
p6(a69, X7, a84, a47)	p6(X0, a39, a84, X2)	p6(a69, X2, a84, a56)
p6(a69, X7, a84, a47)	p6(a69, a20, a84, a47)	p6(a69, X4, a47, a47)
p6(a69, X7, a84, a47)	p6(a69, a65, a84, a47)	p6(a74, X7, a27, a60)
p6(a69, X7, a84, a47)	p6(X8, a66, X5, X1)	p6(a52, X7, a84, a11)
p6(a69, X7, a84, a47)	p6(a69, X1, a84, X8)	p6(a52, X7, a84, a47)
p6(a69, X7, a84, a47)	p6(X8, X7, X7, a47)	p6(a23, X7, a81, a63)
p6(a69, X7, a84, a47)	p6(a69, X7, a84, X0)	p6(a88, X2, a84, a47)
p1(X9, X6)	p1(X6, X9)	p8(X7, X8)
p1(X9, X6)	p1(X5, X5)	p4(X4)
p1(X9, X6)	p1(X3, X6)	p8(X5, X4)
p1(X9, X6)	p1(X9, X4)	p8(X9, X5)
p1(X9, X6)	p1(X9, a80)	p8(X0, a94)
p1(X9, X6)	p1(X9, X0)	p8(a30, a99)
p1(X9, X6)	p1(a77, X7)	p3(a94, a69)
p1(X9, X6)	p1(a3, X8)	p6(a33, X1, a70, X5)
p1(X9, X6)	p1(X9, a40)	p8(X5, X8)
p1(X9, X6)	p1(X6, X2)	p6(a48, a48, X0, X0)
p1(X9, X6)	p1(X3, X4)	p7(X8, X6)
p1(X9, X6)	p1(X9, X0)	p0(a59, a38)
p1(X9, X6)	p1(a37, X8)	p3(X5, a72)
p1(X9, X6)	p1(X9, X5)	p8(X9, a76)
p1(X9, X6)	p1(X9, a60)	p0(a9, a40)
p1(X9, X6)	p1(X9, X2)	p8(a99, a82)
p1(X9, X6)	p1(X5, X6)	p9(a7, X9, a11)
p1(X9, X6)	p1(a16, X9)	p3(X4, a62)
p1(X9, X6)	p1(X9, a60)	p0(X8, X7)
p1(X9, X6)	p1(X5, X2)	p7(X0, a29)
p1(a41, a50)	p1(X4, X6)	p1(a58, a39)
p1(a41, a50)	p1(X7, X4)	p1(a29, a7)
p1(a41, a50)	p1(X7, X5)	p1(a41, a16)
p1(a41, a50)	p1(a41, X3)	p1(a41, a18)
p1(a41, a50)	p1(a41, X0)	p1(a41, a80)
p1(a41, a50)	p1(X7, a50)	p1(a76, a56)
p1(a41, a50)	p1(X9, a50)	p1(a66, a50)
p1(a41, a50)	p1(X6, a50)	p1(a49, a50)
p1(a41, a50)	p1(a41, X0)	p1(a93, a50)
p1(a41, a50)	p1(X5, a50)	p1(a41, a76)
p1(a41, a50)	p1(X2, a50)	p1(a41, a88)
p1(a41, a50)	p1(X2, a50)	p1(a41, a52)
p1(a41, a50)	p1(a41, X4)	p1(a91, a30)
p1(a41, a50)	p1(X5, X6)	p1(a41, a20)
p1(a41, a50)	p1(a41, X7)	p1(a41, a53)
p1(a41, a50)	p1(a41, X1)	p1(a29, a50)
p1(a41, a50)	p1(a41, X7)	p1(a82, a8)
p1(a41, a50)	p1(X1, a50)	p1(a31, a33)
p1(a41, a50)	p1(a41, X1)	p1(a41, a95)
p1(a41, a50)	p1(X6, a50)	p1(a33, a21)
p0(a26, X3)	p0(a26, a29)	p0(a59, X3)
p0(a26, X3)	p0(X0, a73)	p0(a77, X3)
p0(a26, X3)	p0(X4, X3)	p0(a13, X5)
p0(a26, X3)	p0(X4, X3)	p0(a6, X2)
p0(a26, X3)	p0(X4, X3)	p0(a25, X1)
p0(a26, X3)	p0(X4, X3)	p0(a11, X2)
p0(a26, X3)	p0(X4, X7)	p0(a69, X3)
p0(a26, X3)	p0(a26, a17)	p0(a82, X3)
p0(a26, X3)	p0(a26, a31)	p0(a9, X9)
p0(a26, X3)	p0(X0, a57)	p0(a55, X3)
p0(a26, X3)	p0(X9, a63)	p0(a34, X3)
p0(a26, X3)	p0(X5, X3)	p0(a68, X3)
p0(a26, X3)	p0(a26, X4)	p0(a43, X4)
p0(a26, X3)	p0(X8, X3)	p0(a63, X0)
p0(a26, X3)	p0(a26, X4)	p0(a23, X3)
p0(a26, X3)	p0(a26, a55)	p0(a45, X3)
p0(a26, X3)	p0(X6, X5)	p0(a82, X4)
p0(a26, X3)	p0(X3, X3)	p0(a66, X1)
p0(a26, X3)	p0(a26, X4)	p0(a54, X7)
p0(a26, X3)	p0(X6, X3)	p0(a81, X3)
p2(X5)	p2(X7)	p4(X4)
p2(X5)	p2(X1)	p0(a35, X9)
p2(X5)	p2(a89)	p0(a20, X8)
p2(X5)	p2(a39)	p8(a47, X0)
p2(X5)	p2(a12)	p0(a40, a52)
p2(X5)	p2(a68)	p7(a67, X2)
p2(X5)	p2(X6)	p8(X9, X2)
p2(X5)	p2(X8)	p8(a7, X2)
p2(X5)	p2(a55)	p9(X1, a69, X2)
p2(X5)	p2(a7)	p5(a89)
p2(X5)	p2(X4)	p4(X4)
p2(X5)	p2(X0)	p0(X8, a91)
p2(X5)	p2(a16)	p6(a12, a34, a80, a8)
p2(X5)	p2(X6)	p5(X3)
p2(X5)	p2(a54)	p5(X7)
p2(X5)	p2(X7)	p7(X3, a46)
p2(X5)	p2(X8)	p9(X2, X2, a78)
p2(X5)	p2(a83)	p8(a80, a26)
p2(X5)	p2(a72)	p8(a87, X9)
p2(X5)	p2(a4)	p6(X7, a17, a24, a0)
p9(X5, X7, X4)	p9(X5, a96, X4)	p6(a43, X7, X4, X9)
p9(X5, X7, X4)	p9(a9, X7, X9)	p6(X2, a26, X5, X9)
p9(X5, X7, X4)	p9(X3, X4, X4)	p6(a94, a16, X7, X2)
p9(X5, X7, X4)	p9(a78, a17, X3)	p0(a23, a51)
p9(X5, X7, X4)	p9(X5, a76, a30)	p2(a19)
p9(X5, X7, X4)	p9(a17, X3, X4)	p8(a55, a39)
p9(X5, X7, X4)	p9(a87, X7, X4)	p3(X1, a83)
p9(X5, X7, X4)	p9(a19, a63, X4)	p2(X2)
p9(X5, X7, X4)	p9(X5, X7, X3)	p2(X1)
p9(X5, X7, X4)	p9(X5, X9, X4)	p5(a30)
p9(X5, X7, X4)	p9(X5, X7, X9)	p5(X1)
p9(X5, X7, X4)	p9(a1, X7, X4)	p1(X9, X0)
p9(X5, X7, X4)	p9(a3, X7, a89)	p3(a97, a43)
p9(X5, X7, X4)	p9(X5, X9, a71)	p4(a22)
p9(X5, X7, X4)	p9(X5, X7, X6)	p1(a25, X5)
p9(X5, X7, X4)	p9(a59, X0, X4)	p0(a77, X8)
p9(X5, X7, X4)	p9(X7, X6, X4)	p0(a54, X3)
p9(X5, X7, X4)	p9(a60, a74, X4)	p5(a71)
p9(X5, X7, X4)	p9(X8, a9, X4)	p2(a90)
p9(X5, X7, X4)	p9(X5, a19, X4)	p8(a49, X7)
p0(a55, a9)	p0(X5, a9)	p0(a55, a3)
p0(a55, a9)	p0(a55, X8)	p0(a25, a9)
p0(a55, a9)	p0(X1, X2)	p0(a55, a49)
p0(a55, a9)	p0(a55, X0)	p0(a55, a73)
p0(a55, a9)	p0(a55, X8)	p0(a98, a82)
p0(a55, a9)	p0(X7, a9)	p0(a27, a85)
p0(a55, a9)	p0(X4, X2)	p0(a55, a81)
p0(a55, a9)	p0(X0, a9)	p0(a88, a9)
p0(a55, a9)	p0(X9, X3)	p0(a17, a84)
p0(a55, a9)	p0(X8, a9)	p0(a55, a88)
p0(a55, a9)	p0(X2, X5)	p0(a24, a81)
p0(a55, a9)	p0(a55, X2)	p0(a72, a9)
p0(a55, a9)	p0(X0, X6)	p0(a98, a24)
p0(a55, a9)	p0(X6, X4)	p0(a95, a41)
p0(a55, a9)	p0(X4, X8)	p0(a55, a62)
p0(a55, a9)	p0(X9, X3)	p0(a99, a9)
p0(a55, a9)	p0(X2, X9)	p0(a48, a9)
p0(a55, a9)	p0(X2, a9)	p0(a55, a71)
p0(a55, a9)	p0(X2, X1)	p0(a53, a35)
p0(a55, a9)	p0(a55, X8)	p0(a8, a74)
p1(X5, a72)	p1(a24, X7)	p1(X5, a56)
p1(X5, a72)	p1(X7, X9)	p1(X5, a57)
p1(X5, a72)	p1(X4, a72)	p1(X5, a93)
p1(X5, a72)	p1(X6, X9)	p1(X5, a7)
p1(X5, a72)	p1(a95, X1)	p1(X5, a13)
p1(X5, a72)	p1(X5, X2)	p1(X2, a28)
p1(X5, a72)	p1(X5, X1)	p1(X7, a63)
p1(X5, a72)	p1(a56, a72)	p1(X7, a12)
p1(X5, a72)	p1(a43, X1)	p1(X7, a64)
p1(X5, a72)	p1(X6, a72)	p1(X3, a69)
p1(X5, a72)	p1(a25, X2)	p1(X0, a55)
p1(X5, a72)	p1(X5, X7)	p1(X8, a68)
p1(X5, a72)	p1(X5, X8)	p1(X1, a83)
p1(X5, a72)	p1(a53, X0)	p1(X5, a87)
p1(X5, a72)	p1(X3, a72)	p1(X9, a34)
p1(X5, a72)	p1(X5, X3)	p1(X2, a20)
p1(X5, a72)	p1(X5, X6)	p1(X5, a74)
p1(X5, a72)	p1(X5, X6)	p1(X5, a5)
p1(X5, a72)	p1(a30, a72)	p1(X7, a30)
p1(X5, a72)	p1(X5, X1)	p1(X5, a31)
p1(X0, a52)	p1(X0, X0)	p1(X8, a9)
p1(X0, a52)	p1(X0, X7)	p1(X0, a94)
p1(X0, a52)	p1(X2, a52)	p1(X0, a59)
p1(X0, a52)	p1(X0, X6)	p1(X4, a74)
p1(X0, a52)	p1(X7, a52)	p1(X7, a43)
p1(X0, a52)	p1(X4, a52)	p1(X1, a29)
p1(X0, a52)	p1(X0, X1)	p1(X6, a8)
p1(X0, a52)	p1(a19, X3)	p1(X7, a10)
p1(X0, a52)	p1(X1, a52)	p1(X0, a19)
p1(X0, a52)	p1(X0, X7)	p1(X0, a84)
p1(X0, a52)	p1(X0, X0)	p1(X6, a11)
p1(X0, a52)	p1(a58, a52)	p1(X0, a85)
p1(X0, a52)	p1(a44, X7)	p1(X6, a84)
p1(X0, a52)	p1(X0, X9)	p1(X6, a13)
p1(X0, a52)	p1(X0, X1)	p1(X9, a76)
p1(X0, a52)	p1(a9, X6)	p1(X5, a51)
p1(X0, a52)	p1(a31, X9)	p1(X4, a77)
p1(X0, a52)	p1(X0, X5)	p1(X0, a92)
p1(X0, a52)	p1(X0, X0)	p1(X0, a46)
p1(X0, a52)	p1(X0, X3)	p1(X0, a19)
p6(a55, a95, a19, X1)	p6(a55, X4, a19, X0)	p6(a67, a12, a83, X1)
p6(a55, a95, a19, X1)	p6(a55, a95, X5, X1)	p6(a55, a87, a6, X1)
p6(a55, a95, a19, X1)	p6(a55, a95, X8, X1)	p6(a47, a71, a45, X1)
p6(a55, a95, a19, X1)	p6(X6, X9, a19, a89)	p6(a37, a95, a88, X1)
p6(a55, a95, a19, X1)	p6(X5, X1, X2, X1)	p6(a22, a30, a71, X1)
p6(a55, a95, a19, X1)	p6(X0, X8, X1, X9)	p6(a72, a95, a19, X2)
p6(a55, a95, a19, X1)	p6(a55, X9, X8, X1)	p6(a52, a50, a76, X9)
p6(a55, a95, a19, X1)	p6(X7, a95, a19, X1)	p6(a14, a95, a13, X6)
p6(a55, a95, a19, X1)	p6(X6, a95, a19, X7)	p6(a55, a45, a74, X1)
p6(a55, a95, a19, X1)	p6(a55, X8, X1, X5)	p6(a55, a14, a33, X3)
p6(a55, a95, a19, X1)	p6(X2, a95, a19, X6)	p6(a55, a12, a27, X1)
p6(a55, a95, a19, X1)	p6(X9, X8, X2, a4)	p6(a55, a60, a19, X5)
p6(a55, a95, a19, X1)	p6(a55, X8, a19, X1)	p6(a55, a95, a53, X1)
p6(a55, a95, a19, X1)	p6(a55, a95, X1, X1)	p6(a55, a95, a58, X1)
p6(a55, a95, a19, X1)	p6(X1, a95, X3, X1)	p6(a59, a95, a58, X7)
p6(a55, a95, a19, X1)	p6(X3, X1, X6, X1)	p6(a55, a95, a38, X1)
p6(a55, a95, a19, X1)	p6(X3, X4, a19, a84)	p6(a55, a16, a24, X1)
p6(a55, a95, a19, X1)	p6(X5, a95, a19, X1)	p6(a55, a54, a19, X1)
p6(a55, a95, a19, X1)	p6(a55, X9, X4, X1)	p6(a43, a95, a19, X1)
p6(a55, a95, a19, X1)	p6(X7, X1, X8, X0)	p6(a55, a32, a76, X8)
p3(X7, X2)	p3(X8, X2)	p2(a33)
p3(X7, X2)	p3(X7, X1)	p1(X9, a10)
p3(X7, X2)	p3(X3, X2)	p2(a6)
p3(X7, X2)	p3(X7, a95)	p0(X2, a54)
p3(X7, X2)	p3(a11, X2)	p1(X7, a95)
p3(X7, X2)	p3(X3, X6)	p0(X6, a54)
p3(X7, X2)	p3(X5, X2)	p8(X7, a24)
p3(X7, X2)	p3(a21, X4)	p6(X0, X2, X3, X7)
p3(X7, X2)	p3(X1, X2)	p9(X4, a24, a42)
p3(X7, X2)	p3(a69, X4)	p9(a23, X8, X7)
p3(X7, X2)	p3(X0, X2)	p5(a44)
p3(X7, X2)	p3(X7, X1)	p7(X4, X1)
p3(X7, X2)	p3(a93, X2)	p2(X1)
p3(X7, X2)	p3(X7, a86)	p8(a71, X3)
p3(X7, X2)	p3(X7, a95)	p0(X2, X4)
p3(X7, X2)	p3(X6, X2)	p2(a63)
p3(X7, X2)	p3(X7, a32)	p6(X3, X6, X5, X7)
p3(X7, X2)	p3(X3, a71)	p8(a96, X7)
p3(X7, X2)	p3(X7, X4)	p1(a29, a40)
p3(X7, X2)	p3(X7, X8)	p1(X3, a20)
p6(a90, a31, X0, X8)	p6(X5, a31, X0, X8)	p6(a90, a83, X0, X7)
p6(a90, a31, X0, X8)	p6(X4, X8, X6, X8)	p6(a75, a31, X0, X8)
p6(a90, a31, X0, X8)	p6(a90, a31, X2, a30)	p6(a70, a31, X0, X4)
p6(a90, a31, X0, X8)	p6(a90, X7, X0, X8)	p6(a63, a65, X0, X8)
p6(a90, a31, X0, X8)	p6(a90, a31, X0, X0)	p6(a47, a49, X0, X8)
p6(a90, a31, X0, X8)	p6(a90, a31, X0, X3)	p6(a90, a80, X0, X8)
p6(a90, a31, X0, X8)	p6(X3, a31, a74, X1)	p6(a24, a82, X0, X6)
p6(a90, a31, X0, X8)	p6(X7, X8, X0, X4)	p6(a69, a3, X0, X6)
p6(a90, a31, X0, X8)	p6(X1, a31, X0, X7)	p6(a90, a8, X0, X1)
p6(a90, a31, X0, X8)	p6(X1, X4, X0, X8)	p6(a10, a90, X0, X8)
p6(a90, a31, X0, X8)	p6(X5, X6, X0, X0)	p6(a43, a31, X9, X5)
p6(a90, a31, X0, X8)	p6(a90, a31, X0, X4)	p6(a99, a31, X0, X8)
p6(a90, a31, X0, X8)	p6(X2, a31, X0, X8)	p6(a45, a64, X0, X8)
p6(a90, a31, X0, X8)	p6(a90, a31, X0, a15)	p6(a90, a14, X0, X8)
p6(a90, a31, X0, X8)	p6(a90, a31, a49, X5)	p6(a76, a26, X8, X8)
p6(a90, a31, X0, X8)	p6(a90, a31, X0, X2)	p6(a26, a51, X0, X7)
p6(a90, a31, X0, X8)	p6(X0, X3, X0, X8)	p6(a59, a31, X0, X8)
p6(a90, a31, X0, X8)	p6(a90, X3, X0, X8)	p6(a79, a16, X0, X8)
p6(a90, a31, X0, X8)	p6(X5, a31, a19, a65)	p6(a90, a7, X0, X8)
p6(a90, a31, X0, X8)	p6(a90, a31, X0, a19)	p6(a15, a54, X0, X8)
p3(a50, a36)	p3(X0, a36)	p3(a0, a27)
p3(a50, a36)	p3(X8, a36)	p3(a50, a64)
p3(a50, a36)	p3(X0, a36)	p3(a71, a85)
p3(a50, a36)	p3(a50, X2)	p3(a50, a76)
p3(a50, a36)	p3(a50, X2)	p3(a26, a31)
p3(a50, a36)	p3(a50, X8)	p3(a3, a36)
p3(a50, a36)	p3(a50, X9)	p3(a50, a16)
p3(a50, a36)	p3(X0, X8)	p3(a50, a34)
p3(a50, a36)	p3(a50, X1)	p3(a61, a36)
p3(a50, a36)	p3(a50, X4)	p3(a50, a91)
p3(a50, a36)	p3(X1, X6)	p3(a73, a98)
p3(a50, a36)	p3(a50, X6)	p3(a94, a27)
p3(a50, a36)	p3(X7, X6)	p3(a40, a36)
p3(a50, a36)	p3(X3, a36)	p3(a26, a7)
p3(a50, a36)	p3(a50, X0)	p3(a50, a39)
p3(a50, a36)	p3(X2, a36)	p3(a25, a36)
p3(a50, a36)	p3(X7, X2)	p3(a50, a35)
p3(a50, a36)	p3(X7, a36)	p3(a46, a75)
p3(a50, a36)	p3(X5, a36)	p3(a36, a42)
p3(a50, a36)	p3(X8, X3)	p3(a50, a94)
p1(X8, a27)	p1(a79, X2)	p1(X8, a80)
p1(X8, a27)	p1(a7, X4)	p1(X0, a23)
p1(X8, a27)	p1(X8, X4)	p1(X0, a6)
p1(X8, a27)	p1(X7, X1)	p1(X8, a33)
p1(X8, a27)	p1(X8, X4)	p1(X3, a36)
p1(X8, a27)	p1(a74, a27)	p1(X9, a94)
p1(X8, a27)	p1(a38, a27)	p1(X8, a16)
p1(X8, a27)	p1(X8, X8)	p1(X8, a39)
p1(X8, a27)	p1(X8, X2)	p1(X8, a35)
p1(X8, a27)	p1(X7, a27)	p1(X8, a57)
p1(X8, a27)	p1(a88, a27)	p1(X8, a28)
p1(X8, a27)	p1(X4, a27)	p1(X8, a75)
p1(X8, a27)	p1(a21, X6)	p1(X8, a79)
p1(X8, a27)	p1(a59, X1)	p1(X8, a84)
p1(X8, a27)	p1(X3, X2)	p1(X8, a45)
p1(X8, a27)	p1(X8, X1)	p1(X8, a16)
p1(X8, a27)	p1(X8, X4)	p1(X1, a95)
p1(X8, a27)	p1(X8, X1)	p1(X1, a52)
p1(X8, a27)	p1(X8, X5)	p1(X6, a35)
p1(X8, a27)	p1(a97, X2)	p1(X8, a42)
p0(a2, a76)	p0(a2, X2)	p0(a75, a76)
p0(a2, a76)	p0(X7, a76)	p0(a8, a76)
p0(a2, a76)	p0(a2, X0)	p0(a7, a50)
p0(a2, a76)	p0(X2, X6)	p0(a28, a16)
p0(a2, a76)	p0(X8, a76)	p0(a2, a33)
p0(a2, a76)	p0(X2, X3)	p0(a82, a70)
p0(a2, a76)	p0(X8, X6)	p0(a21, a76)
p0(a2, a76)	p0(X5, X9)	p0(a99, a76)
p0(a2, a76)	p0(a2, X0)	p0(a2, a50)
p0(a2, a76)	p0(X1, a76)	p0(a2, a75)
p0(a2, a76)	p0(X5, a76)	p0(a5, a76)
p0(a2, a76)	p0(X4, a76)	p0(a2, a53)
p0(a2, a76)	p0(a2, X0)	p0(a50, a89)
p0(a2, a76)	p0(a2, X8)	p0(a55, a82)
p0(a2, a76)	p0(a2, X9)	p0(a67, a76)
p0(a2, a76)	p0(X8, a76)	p0(a21, a76)
p0(a2, a76)	p0(a2, X2)	p0(a2, a94)
p0(a2, a76)	p0(X8, X6)	p0(a80, a76)
p0(a2, a76)	p0(X4, X8)	p0(a98, a76)
p0(a2, a76)	p0(X5, a76)	p0(a22, a18)
p3(a55, a85)	p3(a55, X0)	p3(a21, a14)
p3(a55, a85)	p3(X8, a85)	p3(a87, a25)
p3(a55, a85)	p3(a55, X4)	p3(a55, a67)
p3(a55, a85)	p3(a55, X7)	p3(a78, a85)
p3(a55, a85)	p3(X3, X8)	p3(a55, a41)
p3(a55, a85)	p3(a55, X6)	p3(a55, a31)
p3(a55, a85)	p3(X2, a85)	p3(a53, a28)
p3(a55, a85)	p3(a55, X4)	p3(a83, a85)
p3(a55, a85)	p3(X4, X1)	p3(a82, a85)
p3(a55, a85)	p3(X5, a85)	p3(a50, a47)
p3(a55, a85)	p3(a55, X4)	p3(a15, a6)
p3(a55, a85)	p3(X3, a85)	p3(a55, a17)
p3(a55, a85)	p3(a55, X2)	p3(a25, a42)
p3(a55, a85)	p3(X1, a85)	p3(a72, a85)
p3(a55, a85)	p3(X0, a85)	p3(a19, a85)
p3(a55, a85)	p3(a55, X6)	p3(a42, a85)
p3(a55, a85)	p3(a55, X8)	p3(a55, a10)
p3(a55, a85)	p3(X9, a85)	p3(a7, a3)
p3(a55, a85)	p3(X0, a85)	p3(a55, a84)
p3(a55, a85)	p3(X3, a85)	p3(a56, a85)
